[
[44626490,0,0.,-0.00459,-3.38534,0.,0.,3.09864,0.],
[67055775,0,0.,-0.00459,-3.38534,0.,0.,3.09864,0.],
[91487683,0,0.,-0.00459,-3.38534,0.,0.,-2.91456,0.],
[116357777,0,0.,-0.00459,-3.38534,0.,0.,-2.91456,0.],
[142321431,0,0.,-0.00459,-3.38534,0.,0.,2.91456,0.],
[168028208,0,0.,-0.00459,-3.54001,0.,0.,2.91456,0.],
[193103793,0,0.,-0.00459,-3.54766,0.,0.,2.91456,0.],
[216534951,0,0.,-0.00459,-3.38534,0.,0.,-3.25204,0.],
[238283580,0,0.,-0.00459,-3.38534,0.,0.,-3.25204,0.],
[262164568,0,0.,-0.00459,-3.38534,0.,0.,-3.12932,0.],
[283961453,0,0.,-0.00459,-3.53082,0.,0.,-3.12932,0.],
[309703411,0,0.,-0.00459,-3.38534,0.,0.,-3.12932,0.],
[336073358,0,0.,-0.00459,-3.38534,0.,0.,-3.12932,0.],
[358731825,0,0.,-0.00459,-3.38534,0.,0.,6.38136,0.],
[382324410,0,0.,-0.00459,-3.38534,0.,0.,6.38136,0.],
[407879106,0,0.,-0.00459,-3.38534,0.,0.,6.38136,0.],
[432744900,0,0.,-0.00459,-3.38534,0.,0.,-3.09864,0.],
[459045703,0,0.,-0.00459,-3.53082,0.,0.,-3.09864,0.],
[485162818,0,0.,-0.00459,-3.38534,0.,0.,-3.09864,0.],
[511455765,0,0.,-0.00459,-3.38534,0.,0.,3.09864,0.],
[534241926,0,0.,-0.00459,-3.38534,0.,0.,3.09864,0.],
[558990851,0,0.,-0.00459,-3.38534,0.,0.,3.09864,0.],
[581982568,0,0.,-0.00459,-3.38534,0.,0.,0.,0.],
[604414295,0,0.,-0.00459,-3.55378,0.,0.,0.,0.],
[625378484,0,0.,-0.00459,-3.38534,0.,0.,0.,0.],
[649388533,0,0.,-0.00459,-3.38534,0.,0.,-3.25204,0.],
[675414568,0,0.,-0.00459,-3.38534,0.,0.,-3.25204,0.],
[701735345,0,0.,-0.00459,-3.38534,0.,0.,-3.25204,0.],
[722729875,0,0.,-0.00459,-3.38534,0.,0.,3.25204,0.],
[747286385,0,0.,-0.00459,-3.54001,0.,0.,3.25204,0.],
[772124260,0,0.,-0.00459,-3.38534,0.,0.,3.25204,0.],
[794209270,0,0.,-0.00459,-3.38534,0.,0.,0.,0.],
[816297648,0,0.,-0.00459,-3.38534,0.,0.,0.,0.],
[842248586,0,0.,-0.00459,-3.38534,0.,0.,0.,0.],
[865687712,0,0.,-0.00459,-3.55991,0.,0.,0.,0.],
[889295747,0,0.,-0.00459,-3.38534,0.,0.,0.,0.],
[915544155,0,0.,-0.00459,-3.38534,0.,0.,-3.49748,0.],
[937625825,0,0.,-0.00459,-3.55991,0.,0.,-3.49748,0.],
[959260778,0,0.,-0.00459,-3.38534,0.,0.,0.24544,0.],
[985543638,0,0.,-0.00459,-3.38534,0.,0.,0.24544,0.],
[1011832408,0,0.,-0.00459,-3.38534,0.,0.,-3.12932,0.],
[1035365288,0,0.,-0.00459,-3.55991,0.,0.,-3.12932,0.],
[1057578696,0,0.,-0.00459,-3.38534,0.,0.,2.88388,0.],
[1083863904,0,0.,-0.00459,-3.56756,0.,0.,2.88388,0.],
[1110149794,0,0.,-0.00459,-3.55991,0.,0.,2.88388,0.],
[1133647138,0,0.,-0.00459,-3.38534,0.,0.,3.49748,0.],
[1159935116,0,0.,-0.00459,-3.38534,0.,0.,3.49748,0.],
[1186216526,0,0.,-0.00459,-3.52164,0.,0.,0.,0.],
[1212593304,0,0.,-0.00459,-3.38534,0.,0.,0.,0.],
[1238882739,0,0.,-0.00459,-3.38534,0.,0.,0.,0.],
[1261956009,0,0.,-0.00459,-3.38534,0.,0.,0.,0.],
[1285416339,0,0.,-0.00459,-3.38534,0.,0.,-7.42447,0.],
[1307508869,0,0.,-0.00459,-3.38534,0.,0.,-7.42447,0.],
[1332780593,0,0.,-0.00459,-3.54001,0.,0.,3.92699,0.],
