could not convert string to float: 'Reset mode deactivated. Functionality restored.'
23937060	0	0.	0.	0.	0.	0.	0.,
45265986	0	0.	-0.00152	-3.38534	0.	0.	-2.91456	0.,
65817528	0	0.	-0.00152	-3.38534	0.	0.	-2.91456	0.,
86511810	0	0.	-0.00152	-3.38534	0.	0.	-2.91456	0.,
109608402	0	0.	-0.00152	-3.54766	0.	0.	0.	0.,
134672133	0	0.	-0.00152	-3.38534	0.	0.	0.	0.,
157019317	0	0.	0.00002	-3.54766	0.	0.	-0.33748	0.,
178266500	0	0.	-0.00152	-3.55991	0.	0.	-0.33748	0.,
201241658	0	0.	-0.00152	-3.38534	0.	0.	-0.33748	0.,
225301855	0	0.	-0.00152	-3.38534	0.	0.	3.25204	0.,
246981188	0	0.	-0.00152	-3.54001	0.	0.	3.25204	0.,
267756525	0	0.	0.00002	-3.38534	0.	0.	3.25204	0.,
288915862	0	0.	-0.00152	-3.38534	0.	0.	3.25204	0.,
309448412	0	0.	-0.00152	-3.38534	0.	0.	0.	0.,
329992516	0	0.	-0.00152	-3.38534	0.	0.	0.	0.,
354577689	0	0.	-0.00152	-3.54613	0.	0.	0.	0.,
375442929	0	0.	-0.00152	-3.55991	0.	0.	-3.49748	0.,
397697259	0	0.	-0.00152	-3.38534	0.	0.	-3.49748	0.,
418519482	0	0.	-0.00152	-3.38534	0.	0.	-3.49748	0.,
439094289	0	0.	-0.00152	-3.38534	0.	0.	3.49748	0.,
460991409	0	0.	-0.00152	-3.54613	0.	0.	3.49748	0.,
482731707	0	0.	-0.00152	-3.38534	0.	0.	3.49748	0.,
503840486	0	0.	-0.00152	-3.38534	0.	0.	3.49748	0.,
524795594	0	0.	-0.00152	-3.38534	0.	0.	-2.91456	0.,
548304346	0	0.	-0.00152	-3.89791	0.	0.	-2.91456	0.,
573333070	0	0.	-0.00152	-3.53082	0.	0.	-2.91456	0.,
595354509	0	0.	-0.00152	-3.38534	0.	0.	2.91456	0.,
618684968	0	0.	-0.00152	-3.55991	0.	0.	2.91456	0.,
639635571	0	0.	-0.00152	-3.38534	0.	0.	0.	0.,
660203490	0	0.	-0.00152	-3.38534	0.	0.	0.	0.,
683683286	0	0.	-0.00152	-3.38534	0.	0.	0.	0.,
707974763	0	0.	-0.00152	-3.55991	0.	0.	0.	0.,
733230852	0	0.	-0.00152	-3.38534	0.	0.	0.	0.,
754069603	0	0.	-0.00152	-3.38534	0.	0.	0.	0.,
774905076	0	0.	-0.00152	-3.38534	0.	0.	0.	0.,
799256397	0	0.	-0.00152	-3.38534	0.	0.	0.	0.,
823246786	0	0.	-0.00152	-3.38381	0.	0.	0.	0.,
847892808	0	0.	-0.00152	-3.38534	0.	0.	0.	0.,
868421318	0	0.	-0.00152	-3.38534	0.	0.	0.	0.,
889175795	0	0.	-0.00152	-3.38534	0.	0.	0.	0.,
909808923	0	0.	-0.00152	-3.38534	0.	0.	0.	0.,
930818721	0	0.	-0.00152	-3.55378	0.	0.	0.	0.,
952735547	0	0.	-0.00152	-3.38534	0.	0.	0.	0.,
973308338	0	0.	-0.00152	-3.53082	0.	0.	0.	0.,
994450859	0	0.	-0.00152	-3.38534	0.	0.	0.	0.,
1017628534	0	0.	-0.00152	-3.38534	0.	0.	-6.59612	0.,
1043099106	0	0.	-0.00152	-3.38534	0.	0.	-6.59612	0.,
1063924929	0	0.	-0.00152	-3.38534	0.	0.	6.59612	0.,
1085253981	0	0.	-0.00152	-3.38534	0.	0.	6.59612	0.,
1107171168	0	0.	-0.00152	-3.38534	0.	0.	-2.73049	0.,
1129919598	0	0.	-0.00152	-3.38534	0.	0.	-2.73049	0.,
1151144858	0	0.	-0.00152	-3.38534	0.	0.	2.73049	0.,
1172838557	0	0.	-0.00152	-3.38534	0.	0.	2.73049	0.,
1195429857	0	0.	-0.00152	-3.38534	0.	0.	2.73049	0.,
1215938836	0	0.	-0.00152	-3.38534	0.	0.	0.	0.,
1239985072	0	0.	-0.00152	-3.38534	0.	0.	0.	0.,
1260553142	0	0.	-0.00152	-3.38534	0.	0.	-3.49748	0.,
1282814373	0	0.	-0.00152	-3.38534	0.	0.	-3.49748	0.,
1303428868	0	0.	-0.00152	-3.38534	0.	0.	3.49748	0.,
1324015693	0	0.	-0.00152	-3.38534	0.	0.	3.49748	0.,
1346236148	0	0.	-0.00152	-3.38534	0.	0.	-3.09864	0.,
1367572022	0	0.	-0.00152	-3.38534	0.	0.	-3.09864	0.,
1392070452	0	0.	-0.00152	-3.38534	0.	0.	-3.09864	0.,
1412682967	0	0.	-0.00152	-3.55991	0.	0.	3.09864	0.,
1436051450	0	0.	-0.00152	-3.38534	0.	0.	3.09864	0.,
1459761442	0	0.	-0.00152	-3.38534	0.	0.	-3.49748	0.,
1485097809	0	0.	-0.00152	-3.38534	0.	0.	-3.49748	0.,
1508523965	0	0.	-0.00152	-3.55991	0.	0.	3.49748	0.,
1532900615	0	0.	-0.00152	-3.38534	0.	0.	3.49748	0.,
1553678636	0	0.	-0.00152	-3.38534	0.	0.	3.49748	0.,
1575263076	0	0.	-0.00152	-3.38534	0.	0.	-3.25204	0.,
1595899837	0	0.	-0.00152	-3.38534	0.	0.	-3.25204	0.,
1616368445	0	0.	-0.00152	-3.38534	0.	0.	3.25204	0.,
1637779762	0	0.	-0.00152	-3.38534	0.	0.	3.25204	0.,
1662232056	0	0.	-0.00152	-3.38534	0.	0.	0.	0.,
1686524925	0	0.	-0.00152	-3.38534	0.	0.	0.	0.,
1712000585	0	0.	-0.00152	-3.38534	0.	0.	0.	0.,
1735441413	0	0.	-0.00152	-3.38534	0.	0.	0.	0.,
1758959704	0	0.	-0.00152	-3.38534	0.	0.	0.	0.,
1779703249	0	0.	-0.00152	-3.38534	0.	0.	0.	0.,
1801744236	0	0.	-0.00152	-3.38534	0.	0.	0.	0.,
1824644111	0	0.	-0.00152	-3.38534	0.	0.	-6.78019	0.,
1845686936	0	0.	-0.00152	-3.38534	0.	0.	-6.78019	0.,
1866243480	0	0.	-0.00152	-3.38534	0.	0.	6.78019	0.,
1887266382	0	0.	-0.00152	-3.38534	0.	0.	6.78019	0.,
1911417057	0	0.	-0.00152	-3.38534	0.	0.	0.	0.,
1934984932	0	0.	-0.00152	-3.38534	0.	0.	0.	0.,
1955420521	0	0.	-0.00152	-3.38534	0.	0.	-3.09864	0.,
1976535362	0	0.	-0.00152	-3.18761	0.	0.	-3.09864	0.,
1998444311	0	0.	-0.00152	-3.55991	0.	0.	3.09864	0.,
2019408256	0	0.	0.00002	-3.38534	0.	0.	3.09864	0.,
2043450318	0	0.	-0.00152	-3.38534	0.	0.	3.09864	0.,
2066095617	0	0.	-0.00152	-3.38534	0.	0.	0.	0.,
2088207884	0	0.	-0.00152	-3.38534	0.	0.	0.	0.,
2108987970	0	0.	-0.00152	-3.38534	0.	0.	-2.91456	0.,
2130447160	0	0.	-0.00152	-3.69456	0.	0.	-2.91456	0.,
2151704419	0	0.	-0.00152	-3.55991	0.	0.	2.91456	0.,
2174142470	0	0.	-0.00152	-3.55991	0.	0.	2.91456	0.,
2198117332	0	0.	-0.00152	-3.38534	0.	0.	0.	0.,
2221156777	0	0.	0.00002	-3.38534	0.	0.	0.	0.,
2242044635	0	0.	-0.00152	-3.38534	0.	0.	0.	0.,
2262854627	0	0.	-0.00152	-3.38534	0.	0.	-3.49748	0.,
2283929920	0	0.	-0.00152	-3.55991	0.	0.	-3.49748	0.,
2305108175	0	0.	-0.00152	-3.38534	0.	0.	3.49748	0.,
2326938525	0	0.	-0.00152	-3.38534	0.	0.	3.49748	0.,
2348793210	0	0.	-0.00152	-3.38534	0.	0.	0.	0.,
2369294315	0	0.	-0.00152	-3.38534	0.	0.	0.	0.,
2390061434	0	0.	-0.00152	-3.53082	0.	0.	0.	0.,
2411869461	0	0.	-0.00152	-3.71445	0.	0.	-6.99495	0.,
2433547655	0	0.	-0.00152	-3.38534	0.	0.	-6.99495	0.,
2454095146	0	0.	-0.00152	-3.54001	0.	0.	6.99495	0.,
2479116935	0	0.	-0.00152	-3.38534	0.	0.	6.99495	0.,
2499669462	0	0.	-0.00152	-3.54766	0.	0.	0.	0.,
2520477897	0	0.	-0.00152	-3.38534	0.	0.	0.	0.,
2541759469	0	0.	-0.00152	-3.38534	0.	0.	0.	0.,
2563000914	0	0.	-0.00152	-3.38534	0.	0.	-3.49748	0.,
2584701398	0	0.	-0.00152	-3.38534	0.	0.	-3.49748	0.,
2605338722	0	0.	-0.00152	-3.38534	0.	0.	3.49748	0.,
2626104292	0	0.	-0.00152	-3.55991	0.	0.	3.49748	0.,
2647466129	0	0.	-0.00152	-3.38534	0.	0.	0.	0.,
2668436594	0	0.	-0.00152	-3.38534	0.	0.	0.	0.,
2689139670	0	0.	-0.00152	-3.38534	0.	0.	0.	0.,
