[
[25911335, 0, 0.0, 0.0, 6.28318, 0.0, 0.0, 0.0],
[49035097, 0, 0.0, 0.0, 6.28318, 0.0, 0.0, 0.0],
[69931023, 0, 0.0, 0.0, 6.28318, 0.0, 0.0, 0.0],
[94952063, 0, 0.0, 0.0, 6.28318, 0.0, 0.0, 0.0],
[116656361, 0, 0.0, 0.0, 6.28318, 0.0, 0.0, 0.0],
[138160467, 0, 0.0, 0.0, 6.28318, 0.0, 0.0, 0.0],
[159681684, 0, 0.0, 0.0, 6.28318, 0.0, 0.0, 0.0],
[181276051, 0, 0.0, 0.0, 6.28318, 0.0, 0.0, 0.0],
[202435476, 0, 0.0, 0.0, 6.28318, 0.0, 0.0, 0.0],
[227367076, 0, 0.0, 0.0, 6.28318, 0.0, 0.0, 0.0],
[249497734, 0, 0.0, 0.0, 6.28318, 0.0, 0.0, 0.0],
[275769999, 0, 0.0, 0.0, 6.28318, 0.00059, 0.0, 0.0],
[297050402, 0, 0.0, 0.0, 6.28318, 0.00059, 0.0, 0.0],
[318674736, 0, 0.0, 0.0, 6.28318, -0.00059, 0.0, 0.0],
[339383206, 0, 3e-05, 0.0, 6.28318, -0.00059, 0.0, 0.0],
[360766877, 0, 0.0, 0.0, 6.28318, -0.00059, 0.0, 0.0],
[383464936, 0, 0.0, 0.0, 6.28318, 0.0, 0.0, 0.0],
[409648584, 0, 0.0, 0.0, 6.28318, 0.0, 0.0, 0.0],
[431435052, 0, 0.0, 0.0, 6.28318, 0.0, 0.0, 0.0],
[452960134, 0, 0.0, 0.0, 6.28318, 0.0, 0.0, 0.0],
[474749184, 0, 0.0, 0.0, 6.28318, 0.0, 0.0, 0.0],
[495854674, 0, 0.0, 0.0, 6.28318, 0.0, 0.0, 0.0],
[517164789, 0, 0.0, 0.0, 6.28318, 0.0, 0.0, 0.0],
[538722127, 0, 3e-05, 0.0, 6.28318, 0.0, 0.0, 0.0],
[560239615, 0, 0.0, 0.0, 6.28318, 0.0, 0.0, 0.0],
[586415806, 0, 0.0, 0.0, 6.28318, 0.00059, 0.0, 0.0],
[609957421, 0, 0.0, 0.0, 6.28318, 0.00059, 0.0, 0.0],
[633152318, 0, 0.0, 0.0, 6.28318, -0.00059, 0.0, 0.0],
[658137791, 0, 0.0, 0.0, 6.28318, -0.00059, 0.0, 0.0],
[678992531, 0, 0.0, 0.0, 6.28318, 0.0, 0.0, 0.0],
[699569745, 0, 0.0, 0.0, 6.28318, 0.0, 0.0, 0.0],
[720821490, 0, 0.0, 0.0, 6.28318, 0.0, 0.0, 0.0],
[743413815, 0, 0.0, 0.0, 6.28318, 0.0, 0.0, 0.0],
[764822445, 0, 3e-05, 0.0, 6.28318, 0.0, 0.0, 0.0],
[787564932, 0, 0.0, 0.0, 6.28318, 0.0, 0.0, 0.0],
[808962792, 0, 0.0, 0.0, 6.28318, 0.0, 0.0, 0.0],
[831798499, 0, 0.0, 0.0, 6.28318, 0.0, 0.0, 0.0],
[856127124, 0, 0.0, 0.0, 6.28318, 0.0, 0.0, 0.0],
[878926675, 0, 0.0, 0.0, 6.28318, 0.0, 0.0, 0.0],
[901516727, 0, 0.0, 0.0, 6.28318, 0.0, 0.0, 0.0],
[922996754, 0, 0.0, 0.0, 6.28318, 0.0, 0.0, 0.0],
[949316076, 0, 0.0, 0.0, 6.28318, 0.0, 0.0, 0.0],
[973811429, 0, 0.0, 0.0, 6.28318, 0.0, 0.0, 0.0],
[995844594, 0, 0.0, 0.0, 6.28318, 0.0, 0.0, 0.0],
[1017820147, 0.1, 0.0, 0.0, 6.28318, 0.0, 0.0, 0.0],
[1040278292, 0.1, 0.0, 0.0, 6.28318, 0.0, 0.0, 0.0],
[1061769992, 0.1, 0.00044, -0.01074, 6.28318, 0.0, 0.0, 0.0],
[1082991259, 0.1, 0.00243, -0.01074, 6.28318, 0.00879, -0.21476, 0.0],
[1104721724, 0.1, 0.00527, -0.02148, 6.28318, 0.00879, -0.21476, 0.0],
[1125430522, 0.1, 0.00891, -0.03835, 6.28318, 0.12012, -0.39884, 0.0],
[1151547261, 0.1, 0.01257, -0.04602, 6.28318, 0.12012, -0.39884, 0.0],
[1173176789, 0.1, 0.01808, -0.07056, 6.28318, 0.18691, -0.61359, 0.0],
[1195170248, 0.1, 0.02312, -0.08744, 6.28318, 0.18691, -0.61359, 0.0],
[1216055834, -0.1, 0.02789, -0.09818, 6.28318, 0.22207, -0.70563, 0.0],
[1236736614, -0.1, 0.03252, -0.11045, 6.28318, 0.22207, -0.70563, 0.0],
[1261094920, -0.1, 0.03609, -0.11045, 6.28318, 0.22207, -0.70563, 0.0],
[1284285822, -0.1, 0.03595, -0.10278, 6.28318, 0.19043, -0.18408, 0.0],
[1305404682, -0.1, 0.03346, -0.07977, 6.28318, 0.19043, -0.18408, 0.0],
[1327842161, -0.1, 0.03009, -0.04295, 6.28318, -0.07734, 0.92039, 0.0],
[1351131319, -0.1, 0.0259, -0.01381, 6.28318, -0.07734, 0.92039, 0.0],
[1372751050, -0.1, 0.02133, 0.03221, 6.28318, -0.18106, 1.47262, 0.0],
[1393579844, -0.1, 0.01646, 0.07516, 6.28318, -0.18106, 1.47262, 0.0],
[1418207624, 0.1, 0.01222, 0.10124, 6.28318, -0.21328, 1.77942, 0.0],
[1438863609, 0.1, 0.007, 0.14419, 6.28318, -0.21328, 1.77942, 0.0],
[1460792598, 0.1, 0.00337, 0.16567, 6.28318, -0.21328, 1.77942, 0.0],
[1482358513, 0.1, 0.00349, 0.17181, 6.28318, -0.1916, 1.28854, 0.0],
[1503934747, 0.1, 0.00612, 0.1626, 6.28318, -0.1916, 1.28854, 0.0],
[1526244366, 0.1, 0.0099, 0.158, 6.28318, 0.08613, -0.03068, 0.0],
[1550644239, 0.1, 0.01421, 0.12425, 6.28318, 0.08613, -0.03068, 0.0],
[1571765588, 0.1, 0.01966, 0.09818, 6.28318, 0.20156, -1.04311, 0.0],
[1594002943, 0.1, 0.02458, 0.07056, 6.28318, 0.20156, -1.04311, 0.0],
[1619242611, -0.1, 0.02974, 0.03528, 6.28318, 0.22852, -1.44194, 0.0],
[1639877566, -0.1, 0.03492, 0.0, 6.28318, 0.22852, -1.44194, 0.0],
[1663034232, -0.1, 0.03856, -0.01994, 6.28318, 0.22852, -1.44194, 0.0],
[1684841315, -0.1, 0.03847, -0.03682, 6.28318, 0.18984, -1.22718, 0.0],
[1705934028, -0.1, 0.03627, -0.03988, 6.28318, 0.18984, -1.22718, 0.0],
[1729041497, -0.1, 0.03316, -0.02454, 6.28318, -0.06211, 0.06136, 0.0],
[1750907275, -0.1, 0.02915, -0.01534, 6.28318, -0.06211, 0.06136, 0.0],
